"","ENSG00000049768","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000115423","ENSG00000133063","ENSG00000134121","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000196533","ENSG00000228486","ENSG00000230063","ENSG00000254977","cancer_type"
"HD-8",0.319852735183658,-0.643766409029757,0.728173873802048,1.1514360310837,-0.655910087544084,-0.654488912139561,-0.66533917986637,-0.611804581529713,-0.650855356433362,0.831709286180259,-0.63579650599963,-0.580688781870921,-0.370625414211144,-0.644016199476535,-0.537408289961548,-0.582608618462535,-0.623189215811325,"HC"
"HD-9",-0.707291801027214,-0.692352197630654,-0.705963126861069,-0.718186623348406,-0.70472003634619,-0.702114604482114,-0.70231005770525,-0.66618980573475,-0.697823752582923,-0.555711210925632,-0.684119408126806,-0.626039900607277,-0.443161090423797,-0.693631920989908,-0.57027486380836,-0.665475649672845,-0.690233135827169,"HC"
"HD-10",0.500011849290437,-0.587841226294052,-0.605867652823198,-0.600964086653056,-0.556524124927837,-0.600342781161421,3.2737438599059,-0.555939685864363,-0.591579680012721,-0.454869348620621,-0.580713434273897,-0.52929206416242,-0.312865930050016,-0.586908096141662,6.6961112137085,-0.450660254242229,-0.497104625355618,"HC"
"HD-11-1",-0.734530419324709,1.2105689756371,-0.750230192141393,-0.770616223642081,-0.739704147969182,-0.741558078360684,-0.727940491629083,-0.710733312858479,-0.732360448021469,-0.589978667743014,-0.727190510974369,-0.667151022014681,-0.474954262532382,-0.737300851144963,-0.598188495431998,-0.698434639808614,-0.718310846783004,"HC"
"HD-13-1",0.79317669665113,-0.732879130419436,2.27769820855612,-0.768707363920431,1.86169416284911,-0.74015252170072,-0.727050276699731,-0.709126271246867,-0.731140571846485,-0.120708137037497,-0.725642872843387,0.920342414412003,-0.473801743249592,-0.735732092634922,-0.597208616300757,-0.697271907140213,-0.717331230222237,"HC"
"HD-14-1",-0.737691298236782,-0.73942856450134,0.784067839245341,-0.777026138949147,1.14274159357525,-0.746260852205666,3.14261014398085,1.48812659376094,0.455507097951937,-0.594106039094838,-0.732375835409599,0.688011256482156,-0.478821609548709,1.62231725800607,-0.124172753324334,-0.702318536677375,-0.721577249341577,"HC"
"HD-15-1",-0.715702661050336,-0.705069330552334,1.01382827705502,-0.733870122366282,-0.71541181350126,-0.71409456226053,-0.710237475727089,-0.67960027944106,-0.708379315450406,-0.566055736496907,-0.697124171940328,-0.638375301668455,-0.452701285067238,-0.706819276574555,-0.578842661958119,-0.675557673361625,-0.698889789822809,"HC"
"HD-16-1",2.14395048264644,-0.741316062830089,2.63720413177565,-0.779432011749483,2.58325480349615,-0.748019173656866,0.888363295734049,-0.718140234380544,-0.0451673438430719,-0.147216408719449,-0.734317433876553,2.05860702210793,-0.480272053182435,1.60713864188417,-0.130769680576761,0.00533421748382215,-0.722794079699239,"HC"
"HD-20-1",-0.212974774633509,-0.2528841752116,0.777697416621365,-0.294775796502669,-0.174737791820272,-0.236806183875956,-0.157675038021265,3.29777596538392,-0.192122497569769,-0.214952945989504,-0.271629283177819,5.09402459565154,-0.159331356564772,-0.260958830873257,-0.216140843018518,2.94601286775072,-0.161950250280618,"HC"
"HD-22-1",-0.446959526701771,-0.515543578390533,0.476589092567333,-0.54503586285563,-0.439205265554456,-0.501304337245265,-0.420401913643878,0.617346671064993,-0.468830757516557,-0.381145602480867,-0.528337734096628,-0.467251107438944,-0.265686396699374,-0.524086712635505,-0.40733888628513,-0.342881205645997,-0.394115268251742,"HC"
"HD-34-1",0.470900547651984,1.77126623273223,-0.614715927981012,-0.610489198473149,-0.578878190042004,-0.60877121498386,1.40901918443921,-0.564604677826563,0.559811862212741,-0.468916752682273,-0.58946852554584,-0.541113416618025,-0.321855570472795,-0.595774720100009,-0.508316104701733,-0.47119659326847,-0.516728331271833,"HC"
"HD-39-1",0.889705643485551,-0.721165677968546,-0.736267020001347,-0.753940340151556,0.982486396706339,-0.729200640700167,1.74794202967469,-0.696655757700651,2.60447254583033,-0.579177106185478,-0.713617151303984,-0.654113113494757,-0.464872946274384,-0.0105051620072653,-0.589535440060282,-0.688182004372308,-0.709645241049391,"HC"
"HD-40-1",3.1875924905541,-0.696563466419724,2.09658829024924,-0.72336375644965,-0.708270824414206,-0.706086127493959,0.181161001885798,1.9021697941103,0.168406269506264,-0.559134722859406,-0.688423458941861,0.671909490910387,-0.446313098662928,-0.697996588021889,1.86908554742036,-0.668824800777059,-0.693115382207793,"HC"
"HD-45-1",2.99184278252571,-0.723066922798622,1.83232699447552,1.16213235174414,0.567891217975346,-0.730980637312726,0.0487146656071337,2.64106531695404,2.52561316817374,-0.580729149918251,1.40141485531259,2.96878591608327,-0.466318020329437,1.28088886207516,1.02400239216825,-0.689662987811296,-0.710900825763016,"HC"
"HD-46-1",-0.745112076738116,-0.751414639831765,-0.768277486833498,-0.792369904780504,2.37206771474115,-0.757410868548277,-0.737863618288517,1.72792653508087,-0.746062296162653,-0.603930040755842,1.76000034555795,0.512018292062181,-0.488061579582491,2.03751824605615,1.65168417875822,-0.0445583603871031,-0.115964757946336,"HC"
"Control-2",-0.706700574359163,-0.691466630311692,-0.705034441283119,-0.717099988612076,-0.703972075425873,-0.701278904956324,-0.70175237908073,-0.665258028549506,-0.697085306356463,-0.554991551257217,-0.683214637640448,-0.625183971901828,-0.442499164558859,2.98702832486294,-0.569674342328561,-0.664770054532455,-0.689625073346956,"HC"
"Control-3",-0.693996846654844,-0.672693662774893,-0.685382937930083,-0.694226903364261,-0.688011895336475,-0.683518804535823,-0.689755872319653,-0.64556745334328,-0.681327768689195,-0.539755463992318,-0.664059270353382,-0.607127316995784,-0.414811063053633,-0.673286992129233,-0.556826135389508,-0.647537299484479,-0.676573489728848,"HC"
"Control-4",-0.689643453767415,-0.666369257154969,-0.678777354174056,-0.686588990111494,-0.682590499918154,-0.677516796641106,-0.685638900100458,-0.638960089055339,-0.675975061838447,0.0790143465096365,-0.657616446487277,-0.601080241329477,-0.404468938381824,-0.666751953902727,-0.552447554284836,-0.639670910031981,-0.672106957808978,"HC"
"Control-5",-0.620756838397617,-0.618626483820602,-0.637220450881327,2.02393204515201,-0.633665279489789,-0.630177411894721,-0.61554806863835,-0.586663620112363,-0.628143259310901,-0.500941588646522,-0.6117424033641,-0.564467731033868,-0.34468393776695,-0.618332013399086,-0.525149774665332,-0.523346742564836,-0.56656093249498,"HC"
"Control-6",-0.102780030932797,-0.737943072493016,-0.753995096034807,-0.775135357966478,2.40492831474789,-0.744876376626451,-0.730035415239519,-0.714533321747241,-0.735237151602373,-0.592889982569669,-0.730848147594373,-0.670678610046836,-0.477681276652026,-0.741008287098639,-0.60049738228761,-0.701176164389451,-0.720617432906773,"HC"
"Control-8",-0.743888138166927,-0.749423394960299,-0.766163636612926,-0.789809899401118,-0.751970889755739,-0.755561118680033,-0.73671683727438,-0.726827674989568,-0.744468929081882,-0.602296479788988,-0.74266337729228,-0.682117589064722,-0.486521671540779,-0.752983238041653,-0.607888995465061,-0.709970071614693,-0.727985967830393,"HC"
"Control-9",-0.736147097421768,-0.736960125203319,-0.752954674568925,-0.773885522376533,-0.741814005282353,-0.743959958644363,-0.729457802961273,-0.713483018333776,-0.734443143904016,0.896761196935845,-0.729837463669801,-0.669703236529348,-0.47692729322776,-0.739983858940991,-0.59986036127515,-0.700419527452174,-0.719981281953072,"HC"
"Control-10",-0.719794186936826,-0.711337978864281,-0.725911421960133,-0.741656584764293,-0.720648046905791,-0.719985220621667,-0.714089618910944,-0.686231467263164,-0.713548685604786,-0.571161929881897,-0.703542894356648,-0.644487157298089,-0.457428362534535,-0.713327483999348,-0.583027199446351,-0.680492400737565,-0.703105154317617,"HC"
"Control-13",-0.161850158014073,-0.750940596558513,-0.767774167534475,-0.79176005862687,-0.75320106467154,-0.756970604623004,3.17687252502143,-0.728456268851034,2.50065599314958,-0.603541093721758,-0.744226367274303,-0.683635998827903,-0.487694804238165,0.595788499348171,-0.608859138956428,-0.711126268813944,-0.72895132392894,"HC"
"Type-Unknown-3",1.76234566224793,-0.363633940070852,-0.415803448576876,-0.400297408014774,-0.286249925688273,-0.348331253745246,-0.26845325248931,-0.328772046747276,-0.308795932264365,-0.285027717366386,-0.379869841987243,0.980730936025049,-0.204175727426601,-0.371906128706072,-0.296759081227564,-0.202363465390604,0.842607813262207,"HC"
"HD-17-1",-0.082412230981819,-0.106321292417116,-0.177346670474181,-0.155131693420452,-0.0271660129814661,-0.0892172859250374,-0.0110745058765693,-0.0793900416654416,-0.0377204096185364,-0.122218117006216,2.49230376551516,0.414762526869639,-0.0999856750730977,-0.114134538927351,-0.109453109525377,0.0356529777224172,-0.0324031108823665,"HC"
"HD-18-2",0.931520372364439,-0.215386439917583,-0.27841952450372,-0.259048213141136,-0.136981933077204,1.05693988395667,1.12740713711249,1.67720434236104,-0.152619121868869,-0.191226979336491,-0.234981116678604,1.15868466219832,-0.144147917122344,-0.223394214722542,1.37257867048673,2.98006148007525,2.07609392567117,"HC"
"HD-21-1",1.10093083569435,-0.0252148548156605,1.05367190102731,-0.0778540395077115,3.09676955844434,-0.00754306176892958,0.0700527664997758,-0.00078338855871601,1.36169044089944,-0.0708995875327,-0.0491181609669781,1.02158007755336,-0.0671443668165653,-0.0328834401086689,-0.0504131818546435,3.33509221222859,1.14173692137381,"HC"
"HD-24-2",0.0822912374251693,0.0785664591602082,-0.00600749242059332,0.0210280801021758,0.158994451834408,0.0969647744959696,0.173860740015634,0.0997992777242231,3.37153919843897,-0.00523396865490498,0.0523118279183356,-0.150909106018678,-0.0251216344127791,2.72360135472162,0.0251325017175793,0.206675760344494,3.43836924627292,"HC"
"HD-25-2",0.0888441828022949,0.0859224629451154,0.000809463443230839,0.0280368297339094,1.42224123726443,0.104372274070457,0.181218633424688,1.31574129810048,0.164805882561,-0.000579599554172565,0.0595011701376555,1.1444995930317,-0.0221430695173104,0.0784521018639603,0.0304871683044708,0.213480127997522,1.23997135373341,"HC"
"HD-26-2",-0.153644711877393,2.40728619264555,-0.251449024513298,-0.231318903218704,-0.107678414339885,1.87139944054665,-0.0910570132114059,-0.156887497508785,-0.121959299828615,-0.172812504562947,-0.206537313002793,0.37218568598437,-0.132363568493803,-0.194239125423034,-0.16765994071363,-0.0383125386912057,-0.103081606216208,"HC"
"HD-27-2",0.129523314656765,0.131586791070279,0.0431275098285993,1.25992087936847,0.212379760211325,0.150356275852917,0.226894691888748,0.151185468035511,0.212912657434584,0.0283136207385996,0.104130902762438,-0.122677706358195,-0.00365284456555562,1.37367688654804,0.971643395320268,2.56316244348008,0.17788418060554,"HC"
"HD-29-2",0.945377236842496,-0.199831427372676,2.37372337788408,-0.244227504556186,-0.121319844372728,-0.183382039662075,1.14296614545841,-0.170018097314209,1.17773415620016,-0.181384846044071,2.05115478620573,-0.299145861923453,-0.137849440983722,-0.207811458300382,0.730393647158642,-0.0508447126168979,2.08984302326038,"HC"
"HD-30-2",0.144374317227442,0.148257772565201,0.0585768418817896,0.0874294824729744,0.229165499869874,0.167143962746637,0.243569955856869,0.167342632596962,0.230475319289571,0.0388618617968972,0.12042417756266,-0.113801014637105,0.00309750544863238,0.140898592569473,0.0758630013473114,0.271140833024672,0.192619684728079,"HC"
"HD-31",3.17590261466912,1.65346773321015,1.83372294285212,-0.297288827979629,-0.177393489534309,-0.239462189665081,-0.160313257206237,-0.223991954342017,-0.194901113340612,0.572554301832987,-0.274207067268455,0.329753928190816,-0.160399339833088,2.0503548447885,1.32075380325981,1.05136249079354,-0.164281577074036,"HC"
"HD-32-2",2.24878063437295,0.016048642138133,1.09191160912785,-0.0385384644297569,1.35188642549937,0.0340093007726314,0.111326863298626,1.24802106089309,0.0911947224908489,-0.0447909080341639,-0.00878955192310542,1.82041417604006,-0.0504361095773379,0.00845365430391287,-0.0203761842051452,2.4562886481053,0.0757598473490969,"HC"
"HD-33-1",-0.561266943106483,-0.592458315230723,2.45244554958178,0.383300751962101,1.78000389554255,-0.604821864898802,2.45457465318077,-0.560543026919136,1.28090815492964,-0.462334880931908,-0.58536505162393,-0.535574555100469,-0.317643499681281,-0.591618979024371,-0.500743922956353,-0.461574349251026,2.3184653774154,"HC"
"HD-35-2",-0.414082327898628,0.653415008623789,-0.522379366751461,-0.509871819552625,-0.402044939361973,0.687504779549604,-0.383486158901651,-0.440230887964891,0.80116105664111,-0.357793871401008,-0.492267628242718,-0.447599857832095,-0.250742449423701,-0.487114612518408,-0.380473648171614,0.844978626702869,0.740956177047977,"HC"
"HD-36",0.0707771379433834,0.0656413156570812,-0.0179854814715543,0.00871309258767788,0.145980335421469,0.0839491483762359,0.160932276277235,1.29608523679853,0.143439958067637,-0.0134121031831867,0.0396795233960774,-0.157791275155692,-0.030355234045547,0.0581347811778608,0.923639609014926,0.194719889883428,0.119594881615593,"HC"
"HD-37-2",-0.224897996723572,-0.266268578983495,-0.325573020669821,0.807123770320654,1.06762581514983,-0.250284285321287,-0.171062880004072,-0.234407587033054,2.91087961942368,-0.223421668568936,-0.284710442721973,-0.334521230425675,-0.164750918107631,-0.274367107030615,-0.225883771619224,-0.112299657257813,3.27189944835119,"HC"
"HD-38-2",-0.321639066056746,-0.37486519183684,2.30450474948862,0.678589521900305,-0.29755849010848,2.45109541055431,2.01219985180506,2.27389909621298,-0.320627909705785,-0.292134074664553,-0.390846632491735,0.967685345793172,-0.208723442901003,2.73784346263185,0.579995994920006,-0.212752471222313,2.48922282841859,"HC"
"HD-44-2",-0.281983133080494,-0.330349454824161,-0.384958050244911,-0.368584180216547,2.659441842977,-0.314813760074557,2.73988387522075,2.46929371278976,1.82775652745875,-0.263967603179933,-0.347339467883396,1.75320381169534,0.314335180538301,1.51794934491305,-0.272530257232373,0.982146180601066,1.93902309933012,"HC"
"HD-47-1",-0.0740901091073765,-0.0969793009180926,-0.16868926006614,-0.146230708402911,-0.0177597139436667,-0.0798098957064705,-0.00173011458912336,-0.0703359800298239,-0.0278787432595877,-0.116307152596224,-0.119256673302867,-0.244380842858792,-0.0962029516343408,-0.104775885078201,-0.102652779998976,0.0442944013308505,-0.0241457113832243,"HC"
"HD-48-1",0.106690515461372,0.105955849923257,1.17523041716988,0.0471245025670293,3.21346925902793,0.124545905005875,0.201257166617129,0.126344499067743,0.185910794795144,0.0120961385314303,0.0790806699597516,-0.136325250934559,-0.0140312271453859,0.0985212203355642,2.10186295978228,2.53945359939067,1.25767889281828,"HC"
"HD-49-1",-0.292648817543656,-0.342322210701742,-0.396053442630826,-0.379991739375239,-0.26479149260368,-0.326870331368159,1.00043875882776,-0.308117166972449,2.29685265016179,-0.271543132861082,-0.359040962584757,-0.375017025063671,-0.195546263546928,-0.35055638779553,-0.281245602918058,-0.182649929863777,0.861445280994536,"HC"
"HD-50-1",3.96284829650966,2.20011401452632,1.10205511216556,-0.0281095758465943,1.36290736806378,2.35647659785957,1.3698500786538,0.0498165662924762,0.102725765597634,-0.0378652937196395,0.0019080550583142,2.97869831680301,-0.0460040606292797,2.15219401023846,2.00691259449091,0.158971006393921,0.0854346753814379,"HC"
"HD-51-1",-0.0647967859731284,-0.0865470881930629,-0.159021519838139,-0.136290968126432,2.87392094742325,-0.0693046521555747,1.25627958533307,2.90225679848287,2.90441658216166,-0.109706371794644,-0.109060818382424,1.32295050692026,-0.0919787799898633,-0.0943250654874646,2.11675718536536,2.88135688521662,3.21011846053498,"HC"
"HD-53-1",1.08188204765857,-0.0465980571505786,2.42216202360966,-0.0982278070957311,0.0329683395793473,-0.0290759574591478,0.0486640712074596,1.98720501547626,2.54543371741891,-0.0844293951745349,-0.0700168940054437,-0.217554661713691,-0.0758027712559686,-0.0543047814639805,-0.0659786875846019,2.398339904919,0.0203863412413055,"HC"
"HD-54-1",-0.0561297728609945,-0.0768179393008425,-0.150005322928763,-0.127021102216983,0.00254043259374228,-0.0595073942439898,0.0184364261167916,-0.0507960124800856,-0.00663901141009136,-0.103550441033258,-0.0995520983036873,2.6606157138825,-0.0880392902614005,-0.0845785637122544,-0.0879766905684963,0.0629438366548231,-0.00632505533381946,"HC"
