class,ENSG00000005381,ENSG00000012223,ENSG00000049768,ENSG00000073712,ENSG00000075131,ENSG00000078018,ENSG00000086548,ENSG00000094963,ENSG00000096696,ENSG00000100448,ENSG00000100985,ENSG00000101425,ENSG00000103037,ENSG00000103175,ENSG00000112077,ENSG00000114739,ENSG00000115423,ENSG00000115590,ENSG00000117318,ENSG00000117519,ENSG00000117560,ENSG00000117643,ENSG00000118113,ENSG00000118520,ENSG00000124107,ENSG00000124469,ENSG00000128596,ENSG00000132386,ENSG00000133063,ENSG00000134121,ENSG00000137103,ENSG00000147174,ENSG00000152583,ENSG00000154016,ENSG00000155275,ENSG00000155659,ENSG00000156042,ENSG00000159713,ENSG00000159899,ENSG00000160185,ENSG00000163687,ENSG00000165138,ENSG00000166428,ENSG00000172232,ENSG00000175445,ENSG00000178038,ENSG00000179593,ENSG00000179639,ENSG00000181007,ENSG00000184206,ENSG00000186854,ENSG00000196081,ENSG00000196533,ENSG00000196634,ENSG00000197353,ENSG00000197457,ENSG00000198178,ENSG00000198502,ENSG00000198610,ENSG00000198722,ENSG00000204219,ENSG00000211786,ENSG00000211793,ENSG00000211800,ENSG00000213160,ENSG00000225113,ENSG00000228486,ENSG00000229391,ENSG00000229807,ENSG00000230063,ENSG00000231027,ENSG00000232021,ENSG00000237702,ENSG00000239219,ENSG00000239961,ENSG00000254977,ENSG00000256862,ENSG00000266088,ENSG00000266371,ENSG00000268632,ENSG00000269161
1,0.833848267,2.295540052,0.00767588,-0.042348315,-0.410023302,2.129441677,3.877452599,1.242061458,-0.083629015,1.129598084,1.382911673,2.174477211,0.01516328,-0.281725472,-0.254962961,-0.068047221,0.074658465,1.53203048,-0.744211089,-0.082371907,-0.34933285,-0.566838569,3.381091008,2.285668856,0.96653412,1.753589551,0.023182051,0.694459447,2.718301186,0.090079812,-0.221653706,-0.040727788,2.229819511,-0.068003639,1.05806309,1.582674528,-0.078258178,-0.478106101,0.018621418,-0.788871349,-0.495618769,0.068816979,-0.524076674,1.889703687,-0.029549886,-0.195507948,-0.059037175,-0.757712974,-0.206954215,-0.004306873,-0.304217891,0.013544962,-0.012825827,0.067398016,-0.141258061,-0.062602257,-0.25686478,0.004637011,-0.244054068,2.030074776,-0.726322795,-0.098077006,-0.335349835,1.7676022,0.978451144,1.548692562,0.872077117,1.191095268,-0.274752847,0.129197574,-0.681322254,-0.161825264,-0.200386161,1.148361868,-0.228825752,0.056984372,-0.278271602,-0.207593197,0.564490902,0.954164444,2.143174114
1,0.737254085,0.283647629,-0.339202992,3.053838982,-0.661403207,1.241123216,-0.297841505,-0.394581563,-0.44448323,-0.42978409,-0.412676773,-0.646086763,-0.380597445,1.591153796,-0.491241769,-0.417530819,-0.317410583,0.435124013,-0.929687277,-0.43116397,-0.700341777,-0.658435248,0.097402892,-0.011640048,0.352092378,-0.426346538,-0.319679289,-0.764708415,-0.379495526,-0.299408825,-0.553589554,1.865843589,-0.451715622,-0.487805368,-0.447323992,-0.561762444,-0.477186583,-0.733768794,-0.358765832,-0.973923527,-0.740984252,-0.34139885,-0.732014919,-0.304609227,-0.410116299,-0.402843231,-0.216706921,0.538593811,-0.522579527,-0.326731434,-1.070669342,-0.348633091,1.846295592,0.993345302,-0.462637848,-0.446955914,-0.583867306,-1.009229462,-0.521682583,1.408577996,-0.905090023,-0.481198835,-0.647363381,-0.604070428,-0.345131643,0.683236276,-0.31928683,-0.622180492,-0.479769561,-0.230990287,-0.901700405,-0.517252914,-0.544499724,-0.397486282,-0.583223903,-0.287196772,-0.611499297,-0.419041902,0.647996555,0.542213289,1.417839389
1,-0.250452308,0.488516052,-0.687170014,-0.689992297,0.023373127,-1.370840955,0.295345183,-0.662799886,-0.675052466,1.055073686,1.291202103,0.80666398,-0.700227347,-0.662727952,-0.696033619,-0.703784445,-0.679520917,0.38491889,-0.35032949,-0.672228173,0.630337432,-0.728768186,-0.617451254,-0.775849188,-0.754859259,-0.608792356,-0.645719647,-0.941140627,-0.674125244,-0.683298451,-0.774563242,-0.627866903,-0.671035227,-0.785179831,-0.742142816,-0.74213834,-0.745227627,-0.897052492,2.830890259,-1.179072289,-0.935015851,-0.672944342,-0.920870446,0.973780974,0.212835134,1.110081574,-0.398710262,0.308522982,-0.730182204,-0.662305089,0.372849569,-0.686108401,1.458545157,-0.696405427,-0.716411918,-0.739603254,-0.775939025,-1.216858358,-0.727825584,-0.922027672,-0.299664051,-0.751839958,0.237721398,-0.823942952,-0.656853989,-0.196455576,-0.549965342,-0.798400619,-0.659135352,-0.635278432,-1.08760307,-0.754045841,-0.781232014,-0.726488674,-0.798484137,-0.669570605,-0.100789874,-0.598461519,-0.150676972,-0.728315206,-0.692249566
1,4.435568322,2.281483536,1.418028669,-0.680528906,-0.278359717,0.520579105,3.558913169,-0.65432982,-0.666222318,2.709910663,0.973215748,2.469490032,0.92784138,0.497534033,0.92643175,0.174744619,-0.668403918,1.88272347,1.506404945,0.664669716,0.943807823,1.777859158,2.826386113,1.998878706,1.676546082,3.468699957,-0.63799514,0.489369235,0.293261424,0.393236655,-0.008416889,-0.605921479,-0.661175017,0.875112074,0.158744197,3.115462126,-0.736347878,-0.886002582,-0.626008499,1.233635683,-0.005052242,0.36523303,1.679946122,1.706756508,2.159233628,1.525272745,3.376032583,0.079488042,-0.720785431,-0.65508227,1.363588914,0.28203663,-0.654324923,0.392485186,-0.708633704,-0.731560643,-0.766198075,0.19826748,-0.07408839,0.819741064,1.061717578,1.814803581,0.825063942,-0.026923058,-0.649392879,-0.169920555,-0.544043502,-0.78541262,1.596938129,-0.616033409,0.310272061,0.07553687,0.943031249,-0.720856713,-0.791393337,-0.655128612,0.404174064,0.479469975,0.905418828,0.610825985,0.207524671
1,0.425617948,1.386307995,-0.380335199,-0.469063602,-0.678274645,0.986707575,0.245503157,-0.440754491,-0.487272606,2.222922274,0.343026163,1.125240582,0.779116071,1.162589012,3.717751528,-0.45897189,-0.363901352,0.879049223,-0.951285533,-0.47252304,-0.726896565,1.244464557,1.258683755,-0.614065041,0.313618215,-0.448499176,-0.360335105,-0.783784684,-0.425991688,-0.345593614,2.156767934,0.919436077,1.714712477,-0.537584623,-0.489793931,0.777890713,-0.524490721,-0.75167476,-0.403515662,0.237353395,-0.761396435,-0.390041428,-0.751799049,0.890912507,2.422497876,-0.427428637,-0.235403086,0.32438975,-0.56000575,-0.364963897,0.169322853,-0.391579445,-0.449164232,-0.440798962,-0.500746424,-0.492531807,-0.622642616,-1.030726597,-0.554603221,0.313391101,0.532846997,-0.526628661,-0.684361328,0.37915807,-0.382472525,-0.673557367,-0.352897557,0.13499327,-0.504080036,-0.273700648,-0.922177694,-0.559398818,-0.585304026,2.761512857,1.096134711,-0.328009088,-0.651012775,-0.444115069,-0.73294624,-0.505074096,-0.419818174
1,-0.524919359,-0.015321013,-0.237030179,-0.311463868,-0.59072068,-0.607371509,-0.244576892,0.912146049,-0.338193995,-0.320504427,0.492622062,0.548326713,-0.264026533,-0.427041323,-0.42164609,-0.314590787,-0.201927051,0.524015686,-0.875462831,-0.328427629,-0.596952461,-0.634474954,-0.375208183,0.414482308,-0.523326887,-0.371319164,-0.218689836,-0.716825419,2.642811441,-0.184685351,-0.455818193,-0.238947429,-0.349593502,-0.364153203,-0.341828241,-0.505675905,-0.359682634,-0.681767585,-0.247606808,0.088120515,0.516255439,-0.220570202,-0.682876044,0.55382847,-0.298020856,-0.341772838,-0.17026546,-0.889550141,-0.429612418,-0.231761613,0.016553507,-0.24195392,-0.28801037,-0.253105409,-0.367975764,-0.333744942,-0.487549051,0.706726379,-0.439907391,-0.683776425,-0.852279812,-0.368350697,-0.555460114,-0.500127207,-0.252376523,-0.5516515,-0.23579745,0.619332942,-0.4193821,-0.124897325,-0.849897017,-0.412562067,-0.44314143,-0.289155067,-0.478836295,-0.185818572,-0.513347425,-0.356759905,-0.666392444,-0.365579793,-0.278549843
1,0.486336164,0.730613996,-0.726883306,-0.757275516,-0.471868727,1.514210274,-0.566263979,1.30319261,1.908018194,-0.755403828,2.393470512,0.50440358,-0.748672927,1.242730934,1.108646683,-0.761295551,-0.729776282,2.273702151,0.049068946,-0.734954553,0.730649364,-0.754872407,-0.705854867,1.865010945,-0.013147691,0.545241048,-0.696612957,-0.61468013,-0.730292211,-0.720757381,-0.259280464,1.237782905,-0.109757623,-0.834498902,0.336776822,4.080781273,0.383520895,-0.976255079,1.61491382,-0.0348518,-0.266911941,-0.722560088,0.356302819,-0.580128735,2.702555219,-0.24646338,1.869405996,0.16635544,0.41244981,-0.042185555,-0.557784044,-0.729070613,-0.015584138,1.030218576,-0.770144838,0.389495189,-0.844977788,-0.104209737,0.0426739,1.26796678,0.274168143,-0.801062773,0.452145954,-0.879822154,-0.70849884,-0.058666771,-0.590303234,0.432642844,-0.735708582,-0.689090373,0.592051945,-0.813458858,-0.833427534,0.444417456,-0.846461626,-0.710415514,-0.317667772,-0.255437914,0.111904183,-0.790907365,-0.744522959
1,-0.694207657,0.400372834,-0.535789704,0.443118253,-0.740457659,1.067324632,0.130850672,-0.581271124,-0.599178255,-0.593769702,-0.563725719,-0.042480568,-0.604886976,1.975928969,-0.616015998,-0.615593708,-0.53960793,1.887275158,-1.031195746,-0.596280791,-0.791960568,-0.697433207,-0.53605647,0.664217499,1.523693216,-0.532222555,-0.513989144,-0.854276841,0.518619394,-0.520143776,-0.709672523,0.804073779,-0.590073672,-0.7187346,-0.65030424,0.272259331,1.071086666,-0.81733165,-0.549391986,0.076010921,0.971767668,-0.573880525,-0.826099395,-0.444239129,0.453983589,-0.520346385,0.832306486,-1.052892488,-0.662044153,-0.509459151,0.501140676,-0.55389031,1.101163821,1.929539004,-0.644773459,-0.664780716,-0.705197539,-1.111790415,0.841697251,1.731383933,0.648015202,-0.689602365,-0.752648006,-0.763225315,1.451878404,0.433999761,0.863710799,-0.708574157,-0.586528592,-0.435119604,-0.997050027,-0.687881952,-0.724240554,3.78486589,-0.74519181,0.593545959,0.119272645,-0.538876256,-0.281042973,0.299220412,-0.573063318
1,-0.056579658,-0.686118732,-0.49895778,-0.58726179,-0.725988051,-1.234886139,-0.381124688,-0.565126761,0.413791899,-0.576119175,-0.53542562,-0.719359464,-0.562864731,0.303990252,-0.600059786,-0.578485212,1.40898664,-0.976996687,-0.103935399,-0.58006406,-0.777875583,-0.690816242,-0.516226636,0.181088085,-0.659823174,-0.512385928,-0.477583806,-0.837846848,-0.560083561,-0.478787507,0.778857625,0.051910067,2.673703702,-0.68114472,1.103093424,-0.164404983,1.583051761,-0.802103016,-0.53257123,-0.631453846,-0.819915018,1.399399999,0.099205063,-0.41807847,1.999112264,-0.49833133,-0.289321596,-1.032789017,0.21502603,-0.475223808,0.248551935,-0.515433905,-0.563742628,-0.596164724,1.315223019,-0.623969685,-0.691579271,-0.76933919,-0.643621361,-0.808831166,0.689435919,-0.657645289,-0.738401567,-0.75114876,-0.49016117,0.479576421,-0.449828682,-0.692316547,-0.019220886,-0.396874519,0.372199429,-0.671252444,-0.702980951,0.554549154,-0.734456282,-0.445709124,-0.734996588,-0.516424435,0.068928946,-0.620542307,-0.536754859
1,0.517199834,1.065163224,-0.680847909,1.996200046,-0.805371663,1.657180753,0.323014189,-0.653753652,-0.665622106,-0.671451118,-0.625080216,-0.419368115,-0.692654433,2.364574075,-0.683855317,-0.694967609,-0.667632512,2.176190327,-1.115445407,-0.662770972,-0.853793516,-0.165572533,1.752580501,1.032065814,1.333953253,0.719945407,-0.637250058,-0.41318662,2.279955197,-0.674955436,-0.765127159,0.931338889,-0.660506315,0.224365917,0.161155372,-0.727805837,-0.735743313,-0.88525259,0.846750895,-0.78753903,-0.920306968,-0.662835789,-0.906469902,1.34630431,-0.644779856,-0.589068237,-0.3843521,-0.003496477,-0.720146997,-0.654589582,0.017116314,-0.679322643,-0.653730641,2.819543857,-0.708103395,-0.731012237,-0.765536085,0.454915225,3.140627418,1.76866035,-1.091508729,-0.744116724,-0.815791927,-0.815229752,-0.648884334,-0.801746951,-0.54363907,-0.784538048,-0.16780067,-0.613966476,-1.074219438,0.597300848,-0.773070111,2.504286944,0.533557454,-0.653153533,-0.801856441,-0.590392571,0.502248541,-0.71879429,-0.684152535
1,-0.69930291,-0.091167255,-0.547526582,-0.609929147,-0.74502929,1.006017932,-0.40644452,-0.586423058,-0.60442368,-0.599410616,-0.572743841,0.273031195,-0.618277804,1.533454319,0.009228099,-0.627418718,-0.552873848,-0.694690226,-1.03709623,-0.601456425,-0.796388829,-0.699477449,-0.542375454,1.092575077,-0.679380469,-0.538543704,-0.525590086,-0.859471332,-0.598966675,-0.533322384,-0.713655503,1.426965747,2.327461561,-0.72374041,-0.662422833,-0.197250719,-0.672279407,-0.822136627,-0.55452607,-1.082919092,-0.843624772,-0.587760451,-0.831657401,-0.452575497,-0.579284805,-0.527361712,-0.311397979,-1.059290314,-0.66617028,-0.520368601,-1.186319484,-0.566144846,-0.585461261,-0.623003467,-0.655647559,-0.671950862,-0.709488458,-0.596108668,-0.661344541,1.243944082,-1.011633702,-0.694462708,-0.757136997,-0.767004919,-0.534253183,0.41959064,-0.489516139,-0.713757262,-0.59079739,-0.4473068,-1.002517764,-0.693179754,-0.727795706,1.243474513,-0.748542687,-0.493900199,-0.751436287,-0.546030764,-0.809991376,-0.661337342,-0.584633388
1,0.880178763,-0.072706683,-0.526636541,-0.600167972,-0.73687898,1.359045651,-0.395554148,-0.577255632,-0.595090167,-0.589375876,-0.556692813,-0.732171181,-0.594443957,1.569217625,1.382297946,-0.606371813,-0.529262324,1.486027311,-0.133133712,-0.592247029,-0.788486735,-0.695817529,-0.531128524,0.673630912,-0.670986297,0.658426968,-0.504941992,-0.850211755,-0.590067414,-0.50986626,-0.706546861,0.814560762,-0.585802675,-0.714642268,0.393832454,1.684790692,-0.662495938,-0.813568126,-0.545391846,0.440550359,-0.833449698,-0.563056076,-0.821758417,-0.4377379,0.465332252,0.070351625,2.447842173,-1.047900064,-0.658671993,-0.500951268,-0.475335033,-0.544333444,-0.576110153,2.305974604,-0.636293145,-0.654638698,-0.701834609,0.368378702,-0.653760826,-0.822008743,-1.001066467,-0.685808384,-0.749129902,0.189661531,-0.515288664,-0.734528489,-0.472446074,-0.704532664,1.168278279,-0.425615253,-0.99276638,-0.683749786,-0.721445547,-0.59621727,-0.742554984,0.607658745,-0.744429533,-0.533296716,0.043069902,-0.647485043,-0.564040241
1,1.117634868,1.883950548,-0.613391362,-0.640799962,-0.77030404,1.600445842,1.193936244,-0.615383917,-0.633917438,0.875261189,2.29025923,1.153770829,-0.658753053,-0.108018353,0.310050108,-0.663742772,-0.627319263,2.651620137,-0.550394384,-0.63055571,0.826056943,-0.072141166,2.811656486,3.26200496,3.32256958,2.007735112,-0.590692024,0.255582056,0.415779826,-0.607277835,-0.735469334,2.202172814,-0.6264408,-0.751712228,-0.708167209,2.20492536,0.93943262,0.416945188,-0.583424201,0.192192621,0.097111179,-0.625206205,0.397508172,0.913303589,2.645039283,-0.562339146,6.481339884,1.185380072,0.095532587,0.358560744,0.120915876,-0.634914609,-0.615020718,2.125105717,-0.681861112,0.327955401,1.909296202,-0.845464501,0.013483638,1.586621725,0.561372137,-0.719534539,1.179972202,0.642149416,-0.594046933,-0.080730553,-0.523522201,1.325087696,-0.614582787,1.771652085,-0.055045534,-0.716204799,0.134647561,-0.688201183,-0.766710994,-0.559252738,0.541307803,-0.565223701,0.181111733,0.208682436,-0.64956208
1,-0.670657994,-0.873899409,-0.481713069,-0.579238155,-0.719152224,-0.54005425,-0.372134695,2.641223412,-0.575064108,-0.567884119,-0.522175511,-0.266233136,-0.543189911,-0.572343415,-0.588313438,-0.561111009,-0.478486379,1.536865406,-0.435626544,-0.572486336,-0.771185645,-0.687611513,-0.506942305,0.834258931,-0.103776337,-0.503098416,-0.460538822,0.407597455,-0.540590007,-0.459424497,0.244953315,-0.432200048,2.394689959,-0.660274727,-0.594468885,0.124710297,-0.641080444,1.297298362,0.572858919,-0.149795408,0.240184691,-0.509929983,0.82603739,-0.405830046,3.33038185,-0.488023879,-0.281483214,0.389193642,-0.638086348,-0.459194817,0.624087513,-0.497428611,-0.556051792,-0.573578487,-0.594672001,1.194652033,-0.684538478,-1.083644971,-0.63574217,-0.800609079,0.221369906,-0.638598798,-0.731651471,-0.745383909,0.474015433,-0.716993059,-0.435737357,1.019800458,-0.563997659,-0.378968166,0.395222316,1.931744479,-0.685873714,-0.548586064,-0.728823166,-0.428598527,0.73810696,0.091545085,0.085113404,-0.603756161,0.496488912
1,-0.692666069,-0.710597825,-0.53224159,2.421838251,1.54646848,0.425341322,-0.398476166,1.540122749,-0.597593275,-0.592065925,-0.560999497,-0.7347686,-0.600838865,-0.591811892,0.021698321,-0.612018951,-0.53559758,0.590012753,-1.029407892,-0.59471688,0.064493088,-0.696809147,-0.534146211,-0.682304631,-0.673241308,-0.530311642,0.496309788,-0.852702508,-0.592454814,-0.516159821,-0.708462912,-0.935947498,-0.588417557,-0.717220134,-0.646640732,-0.648611003,-0.665120577,-0.815874445,-0.547840981,0.186160562,-0.836183334,-0.569684558,0.066542417,-0.441719006,2.099725001,-0.518225618,-0.304450364,-1.050957536,-0.660792439,-0.506161172,-0.124548757,1.769496827,-0.578617824,-0.616662808,-0.641486168,-0.660849285,-0.703895651,-1.109946195,-0.655801592,-0.82467393,-0.108959921,-0.688132039,0.835858905,0.182687402,-0.520377073,-0.002945359,-0.477026178,-0.707007445,-0.585236513,-0.431435357,-0.356940751,-0.686280222,0.233567988,1.276715242,-0.744172126,-0.478734081,-0.746319137,0.413806698,-0.278265936,0.30343675,-0.569565631
1,3.397748877,2.547666992,-0.396766857,-0.487134323,0.379040214,0.52555835,3.816387734,2.059868771,-0.504366276,3.417436653,6.106821688,3.636865627,-0.446273157,1.141047093,-0.530451771,-0.475526934,-0.382473669,2.687725259,-0.959867882,-0.489045326,1.180243667,-0.670807126,2.113305707,3.494087234,4.241622209,4.858256773,2.159425733,1.608495163,3.489019992,-0.364043698,0.346391053,-0.365818181,-0.509250928,-0.557470638,-0.506759991,4.046383892,-0.543387966,-0.758773051,-0.421392503,-0.271191968,0.618815591,-0.409473359,0.200818589,7.57036748,2.144838118,0.576782807,4.38012258,-0.072081028,-0.574956926,-0.380237154,0.01701328,-0.408735825,-0.467642476,-0.462320304,-0.51597019,-0.510738646,-0.638132732,-0.483481723,0.222010836,0.466545729,0.019607328,-0.544777148,-0.696296013,-0.662631736,-0.397389608,1.203285464,-0.366324504,-0.162894963,-0.513791681,-0.290762753,-0.223885723,-0.576235432,1.067547274,0.719541599,0.391734824,-0.344312955,-0.666797777,0.160211926,0.732621002,2.06398525,1.312200653
1,-0.641805291,-0.353386123,-0.415708415,1.239323103,-0.692661641,0.372115405,-0.337725225,-0.480462667,-0.524070967,-0.511611013,-0.471460316,0.242665765,-0.467883942,-0.533147318,-0.543353937,-0.494610724,-0.403882868,-0.404361749,-0.969725807,0.499393711,-0.745051496,-0.67470279,-0.471406248,-0.629876829,-0.053647951,-0.467550185,-0.39529863,-0.80006787,0.685114435,-0.385311991,-0.626799237,1.001216851,-0.528183088,-0.580394198,-0.52631758,-0.597000645,-0.565171724,-0.766913705,-0.441999991,-1.014350367,-0.778914348,0.798464614,-0.170961237,0.847800173,-0.494051635,-0.448571797,0.253551913,-0.987250912,-0.592191862,-0.397843368,-1.113560395,-0.428512805,-0.488943231,-0.487128983,-0.533519353,-0.53172654,-0.652777795,-0.497741074,0.203162066,-0.24911398,-0.944470672,-0.565697778,-0.705380242,-0.681901505,-0.414585244,-0.690698429,-0.381802387,-0.65566258,-0.524986759,-0.310431057,-0.242862866,-0.595643802,-0.620395248,-0.478603021,-0.661387732,-0.363107201,-0.684993903,-0.465677699,-0.749342535,-0.53950668,-0.454688656
1,-0.691156355,-0.708048425,-0.528768093,2.685006089,-0.737713406,1.098405312,-0.396665366,0.501317917,-0.596041971,-0.590398667,-0.558330609,-0.733158846,-0.596875886,-0.59058744,-0.613212468,-0.608519372,-0.531671568,0.135012349,-1.027655812,-0.593186189,-0.789297291,-0.696195467,-0.532276125,0.881967193,0.84266254,-0.528440915,-0.507048857,-0.851159503,-0.590975286,-0.512259648,-0.707276266,0.869773402,-0.586796899,-0.715736994,-0.643054267,-0.64706009,-0.663494029,-0.814445823,-0.546323081,-1.073266129,-0.834489575,-0.565576831,-0.82276982,-0.43925188,-0.570992913,-0.516149451,-0.302871527,-1.049062905,-0.659565109,-0.50293255,-1.176072366,-0.546559009,-0.577063678,1.431455479,-0.638268008,-0.657000531,-0.70261904,-1.108140391,0.0930404,0.464932522,-1.002146223,-0.686692185,-0.749950525,-0.760948172,-0.517223742,-0.735352637,-0.474187848,-0.705473772,-0.583970908,-0.427828589,-0.993765455,-0.684712108,-0.72209819,1.284309841,-0.743170881,-0.475287597,-0.745148959,-0.534596058,-0.275545213,-0.649559915,-0.5661415
-1,0.606424011,1.395925202,1.437739818,-0.552784691,2.701268572,-1.210286144,-0.35897113,-0.526211204,-0.563840041,2.232797169,0.26650538,1.19615756,0.656789132,-0.557348695,-0.571113891,-0.535670896,-0.449946324,0.954019694,0.697663564,-0.54907028,1.080577458,1.414736708,0.018191536,0.218437353,2.240140893,1.711782271,-0.435580766,2.422814882,-0.512046642,-0.43107228,1.246638486,-0.412555822,-0.553216324,0.597582243,-0.568397164,1.052529093,0.533297597,2.351040541,1.63866551,0.157868687,2.324608423,-0.480068963,2.037417305,1.118101337,-0.538763669,-0.472931231,-0.270005891,3.545085886,0.778769809,2.123228144,0.198804691,-0.471064425,2.989366049,-0.540506672,1.724711864,-0.57688353,0.743051943,2.358962177,-0.615532636,-0.280370644,1.135896268,-0.610710043,-0.721680271,1.708174567,1.601741692,-0.707004405,0.427966528,2.769502146,-0.549073788,0.800972354,2.151396087,-0.637402329,-0.660824504,-0.5218136,1.805007967,-0.403544398,-0.720193458,-0.49052041,-0.768183395,-0.579177108,-0.494863595
-1,-0.549367718,-1.068085054,-0.271803769,-0.349706133,-0.616398411,-1.102109216,-0.26270502,-0.318922617,-0.374368571,-0.357696768,0.99046902,-0.615646775,-0.303700385,-0.447691215,-0.445332348,-0.349625493,-0.241230823,0.638232583,-0.244028168,-0.363393011,-0.632140076,-0.642918384,-0.393929837,-0.553165412,-0.545131118,0.49688861,2.391200884,0.374219916,-0.303306929,-0.223730444,2.590688053,-0.801937726,-0.384349839,-0.406237096,2.064375524,0.495982663,0.802676354,1.755348773,-0.285438773,0.465434421,-0.707502057,-0.261693136,-0.69958574,0.517036457,-0.336171523,-0.362557592,0.318962092,1.68645394,1.038213231,2.136271963,-0.540742495,-0.278261208,-0.327115059,-0.29865007,2.598482689,-0.372275269,0.430830006,0.917397225,-0.467738836,-0.137318362,0.815436974,-0.406757537,-0.586738557,0.528508151,2.797386559,1.953118566,-0.264212303,1.764236313,0.96549511,0.992716105,1.913896593,-0.448192647,-0.477637806,-0.326024613,2.234182492,1.963368612,-0.546752524,-0.377957017,0.533760634,0.629580515,0.782470713
-1,-0.631860839,-0.012090961,-0.39298695,-0.482977368,-0.683434216,-0.257131335,-0.325880096,-0.454956704,-0.50043408,-0.487309107,-0.454002099,-0.670601779,-0.441960589,-0.51965444,-0.527877063,-0.471718642,-0.378201328,-0.388264065,0.00974379,-0.48524457,-0.733434983,-0.67001939,-0.459173303,-0.619713173,-0.616757099,-0.455313049,-0.372840323,-0.789622542,0.718759961,-0.359799475,0.941889883,-0.864386851,-0.505472896,-0.552896096,-0.502857151,0.392590189,-0.539040879,0.700680479,-0.417280148,0.720701843,-0.767666762,-0.405003274,0.204613975,-0.342810429,-0.469123548,-0.434990799,-0.241153791,0.402088647,-0.571517585,1.368674079,0.730837912,2.989516853,-0.463391775,-0.457369575,-0.512468144,-0.506550379,2.290090465,0.383666832,-0.564729195,-0.758215018,-0.932797634,1.334356733,-0.694415504,1.0121216,0.589002968,1.41977137,-0.363235794,1.994064056,1.118166223,-0.286837818,-0.220084778,-0.572362369,-0.597854917,-0.454512034,-0.638173734,1.680076203,-0.663166625,1.274481888,1.575998444,0.473911975,1.803960304
-1,-0.594186157,0.718528021,0.775540758,-0.419811397,-0.659898312,0.533680161,-0.295937288,-0.390481236,2.341714461,-0.425877327,-0.409870198,0.681332925,2.696411175,-0.485546352,-0.488753714,-0.413850698,-0.313282031,-0.896335224,0.860355758,1.883861167,-0.696645594,-0.657622931,-0.428250149,-0.592841913,-0.585102375,-0.424379301,-0.316068902,1.454819343,-0.375366495,3.403999653,0.421679803,-0.834777271,-0.448064742,2.924440657,-0.443552504,-0.559757342,3.012887972,1.765468626,-0.354791881,-0.971984972,-0.739170168,-0.337079209,1.647506661,-0.302014825,-0.406108871,-0.400659956,-0.215046632,0.614546201,-0.51925594,0.709424969,-0.593439097,-0.344819296,-0.39880131,-0.382142001,-0.459253665,0.721036617,-0.580423915,1.705531677,1.119913289,-0.730751744,0.743391447,1.966701275,0.238763032,-0.600354443,2.199514857,-0.635460014,2.071325243,-0.620588547,0.701718895,1.831801524,1.355130382,-0.513510201,0.492336077,-0.393613426,-0.579492032,0.81887745,-0.607990354,0.619788402,-0.121210083,-0.461480101,-0.375669769
-1,1.510943018,0.203058501,2.211815568,-0.470265399,-0.678720886,-1.166541218,-0.319854193,-0.441981202,2.348302191,-0.474946138,-0.445120682,-0.665318113,-0.42877275,-0.512790285,0.146909275,-0.460072886,-0.365136507,-0.110155734,-0.951857156,-0.473621858,-0.727461128,-0.667589081,-0.452950108,-0.614552562,-0.61203787,-0.449087722,-0.361415239,1.697179804,-0.427226986,-0.34682064,-0.593995561,-0.858428954,-0.49391967,-0.538907146,-0.490922262,-0.582008741,1.803666548,0.716027864,-0.404704565,-0.257411462,1.033356456,-0.391333752,1.821034569,1.463171796,-0.456442026,-0.428081816,-0.235899801,0.414070602,-0.56100008,0.66678157,0.168126442,1.558569059,-0.45039313,-0.442230243,-0.501758883,-0.493742656,-0.623672789,-1.031297643,-0.555477848,-0.222676168,-0.92685121,0.615121939,-0.68534428,0.377691007,-0.383464588,0.14799704,-0.353790518,1.216464766,0.998295901,-0.274835366,0.531258779,-0.56051854,1.572900388,-0.442256365,1.094106221,0.773356558,-0.65206256,-0.444781207,-0.733453232,-0.506137827,-0.420895433
-1,-0.202173264,-0.261424975,-0.67470047,-0.670202091,1.469527615,-0.533297716,-0.474633923,-0.643986426,-0.6565735,-0.661094127,0.778850291,0.938617018,-0.684318864,-0.642274991,-0.672317652,0.211408861,-0.656104196,0.521706943,-0.605236518,-0.653700149,-0.843634086,-0.137259686,-0.593722318,-0.748270631,0.421557571,-0.587722453,-0.626116956,2.098161157,-0.654701477,0.440068629,0.877640284,-0.119003111,0.667991622,-0.769870657,1.568604334,-0.714349647,-0.726614018,2.147339557,-0.612024802,-1.148990753,-0.906349717,-0.65105367,1.386897061,0.542350034,-0.635946484,-0.580828505,-0.370852376,1.311386282,0.030293624,-0.641949046,-0.61149652,-0.672223637,-0.644241068,-0.677072526,1.002182891,-0.722718119,1.416291763,-0.335149487,-0.707306393,-0.893568429,0.294259916,-0.73663478,-0.805345536,-0.806801633,-0.641196343,-0.791175185,0.196557397,1.853619756,-0.637695104,1.14627376,1.584542951,0.641416227,-0.765169734,-0.714606662,2.421587089,0.384553727,0.448445451,-0.582651321,-0.390715483,0.135476778,-0.676334249
